bot,user,timestamp,namespace,title,comment,length_old,length_new,revision_old,revision_new
True,Cewbot,1731525696,1,Talk:Kade Banks,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),262,250,1209943536,1257199363
True,Cewbot,1731525702,1,Talk:Itzhak Baranes,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),230,218,1205719901,1257199379
True,InceptionBot,1731525707,2,User:InceptionBot/NewPageSearch/ProtectedAreas/log,most recent scoring,448,904,1257014730,1257199395
False,SammySpartan,1731525695,0,2025 San Diego Seals season,,8245,8249,1252534618,1257199360
True,Cewbot,1731525708,1,Talk:Barbara Wagner & Benjamin de Burca,"[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 1 WikiProject template. Keep majority rating ""Start"" in {{WPBS}}. (Fix [[Category:Pages with redundant living parameter]])",152,141,1237438451,1257199398
True,Cewbot,1731525711,1,Talk:Romy Bär,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 7 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),429,418,1244006474,1257199405
False,Vataxevader,1731525706,0,2022–23 Rhode Island Rams men's basketball team,/* Schedule and results */,30485,30513,1216733226,1257199389
False,McGhiever,1731525694,0,List of museums in Minnesota,/* Current museums */ +1 coords,344108,344198,1257197463,1257199358
True,Cewbot,1731525720,1,Talk:Azman Bangkol,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),243,232,1239720274,1257199430
True,Cewbot,1731525717,1,Talk:Deborah Mlongo Barasa,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),360,349,1239447061,1257199422
False,Historybuff0105,1731525722,0,Beer Hall Putsch,/* Other notable supporters */ Added Hermann Boehm.,53730,53777,1257137327,1257199442
True,Cewbot,1731525714,1,Talk:Nikita Baranok,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),230,219,1238179142,1257199410
False,2A00:EE2:B09:E900:1040:727A:ED28:F4E3,1731525722,0,Zadar Airport,/* Airlines and destinations */,19546,19545,1257191575,1257199440
True,Cewbot,1731525724,1,Talk:Donald Barker,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),230,219,1205739935,1257199444
True,Cewbot,1731525727,1,Talk:Carlos Barbosa-Lima,"[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. Keep majority rating ""Stub"" in {{WPBS}}. Keep 1 different rating in {{WikiProject Jazz}}. (Fix [[Category:Pages with redundant living parameter]])",5728,5717,1205727356,1257199455
True,Cewbot,1731525730,1,Talk:Kazimierz Barburski,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1345,1335,1205729094,1257199467
False,Gemini.skywalker,1731525731,0,1969 City of Bridgetown by-election,,4279,4365,1257184973,1257199472
True,Cewbot,1731525733,1,Talk:Vendramino Bariviera,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),277,267,1205738297,1257199477
True,Cewbot,1731525736,1,Talk:Leonid Barbier,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),218,207,1205725813,1257199491
True,Cewbot,1731525739,1,Talk:Maurice Bardonneau,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),274,263,1205732921,1257199503
False,Vataxevader,1731525743,0,2022–23 Nevada Wolf Pack men's basketball team,/* Schedule and results */,23499,23527,1251857739,1257199513
True,InceptionBot,1731525745,2,User:InceptionBot/NewPageSearch/Songs/log,most recent scoring,21705,18268,1257014857,1257199520
False,Vinnylospo,1731525738,0,Second presidency of Donald Trump,,45931,46095,1257178255,1257199505
False,Zefr,1731525741,0,Breyers,"add config-sys templates, 'Products' section, refs; copyedit",9218,13538,1257065439,1257199510
True,Cewbot,1731525742,1,Talk:Shawn Barber (pole vaulter),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),3590,3579,1237957324,1257199511
True,Cewbot,1731525745,1,Talk:Vera Barclay,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),280,270,1205731298,1257199522
False,Robert McClenon,1731525743,0,Anarres,Requesting speedy deletion ([[WP:CSD#G6|CSD G6]]).,55,90,954661451,1257199515
False,PokeRocks3,1731525741,0,Fifth Harmony (album),Integral information added early on.,66875,66856,1249934992,1257199508
True,Cewbot,1731525754,1,Talk:Alexandre Moniz Barbosa,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),362,353,1235472605,1257199547
True,Cewbot,1731525748,1,Talk:Wilde Baridón,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),282,272,1205736704,1257199528
True,JJMC89 bot,1731525751,6,"File:""Wrong Norma"" by Anne Carson book cover.png",Request reduction. See [[WP:IMAGERES]] for details.,709,729,1257101260,1257199535
True,InceptionBot,1731525741,2,User:AlexNewArtBot/SongsSearchResult,"most recent results, added 38, removed 36, total 452",171237,171232,1257014853,1257199518
True,Cewbot,1731525751,1,Talk:Kathy Bardswick,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),543,532,1205733141,1257199536
True,Cewbot,1731525757,1,Talk:Florin Bărdașu,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),241,229,1205731409,1257199558
False,Cmguy777,1731525755,1,Talk:George Washington,/* Slavery in the lead (again) */ Reply,17714,18115,1256077372,1257199557
True,Cewbot,1731525760,1,Talk:Marina Ruy Barbosa,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),195,184,1205727728,1257199571
True,JJMC89 bot,1731525756,6,File:2009 Greensburg tornado EF5 intensity.webp,Request reduction. See [[WP:IMAGERES]] for details.,633,653,1257161555,1257199553
False,Max1298,1731525756,10,Template:Elon Musk,,2498,2540,1255547696,1257199555
False,Cessaune,1731525728,1,Talk:Donald Trump,/* Adding links to the lead */ Reply,483384,483639,1257196061,1257199484
False,331dot,1731525753,5,Wikipedia talk:Teahouse,/* Pending changes */ add,28211,28264,1257199385,1257199542
True,InceptionBot,1731525763,2,User:InceptionBot/NewPageSearch/Sweden/log,most recent scoring,4444,5544,1257014908,1257199581
False,Asilvering,1731525764,118,Draft:Keenan Poloncsak,removing two more spots of copyvio/[[WP:CLOP]],4803,3719,1257199356,1257199585
False,Leonidlednev,1731525765,4,Wikipedia:Edit filter/False positives/Reports,Undid revision [[Special:Diff/1257199451|1257199451]] by [[Special:Contributions/MuminulSafin|MuminulSafin]] ([[User talk:MuminulSafin|talk]]): duplicate report,3684,3191,1257199451,1257199586
True,Cewbot,1731525763,1,Talk:Barei (singer),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 6 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1919,1908,1205733159,1257199582
True,JJMC89 bot,1731525761,6,File:AAC Clyde Space Logo.png,Request reduction. See [[WP:IMAGERES]] for details.,280,300,1257068826,1257199575
True,InceptionBot,1731525761,2,User:AlexNewArtBot/SwedenSearchResult,"most recent results, added 24, removed 12, total 218",85063,89829,1257014904,1257199578
True,Cewbot,1731525766,1,Talk:Marcello Barbieri,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),3194,3183,1205726109,1257199589
True,Cewbot,1731525787,1,Talk:John M. G. Barclay,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),311,300,1205729524,1257199662
True,Cewbot,1731525793,1,Talk:Wasim Bari (Emirati cricketer),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),243,231,1205736861,1257199681
True,Cewbot,1731525772,1,Talk:Sharon Barker,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1557,1546,1205740352,1257199615
True,InceptionBot,1731525775,2,User:InceptionBot/NewPageSearch/Syracuse/log,most recent scoring,995,497,1257014942,1257199628
True,AnomieBOT,1731525773,0,Aryna Sabalenka,Dating maintenance tags: {{Fact}},134425,134463,1257196426,1257199639
False,Valenciano,1731525789,0,Mick Walter,copyedit,3236,3236,1153972277,1257199668
True,Cewbot,1731525790,1,Talk:Clive Barda,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),33526,33514,1205731429,1257199678
True,JJMC89 bot,1731525771,6,File:Anjaan - Special Crimes Unit.jpg,Request reduction. See [[WP:IMAGERES]] for details.,340,360,1257136924,1257199608
False,2605:B100:91C:6D7D:F840:59E8:3E78:7068,1731525776,1,"Talk:Roberts Creek, British Columbia",/* Incorporated Downtown? */ new section,165,687,1201712358,1257199636
True,Cewbot,1731525769,1,Talk:Sophie Barker (footballer),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),267,255,1205740336,1257199603
True,Cewbot,1731525775,1,Talk:Vasilis Barkas,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),291,280,1205824075,1257199632
True,Cewbot,1731525781,1,Talk:Virginia Bardach,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 6 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1403,1392,1206933559,1257199651
False,Dennislyh,1731525779,0,Guiyang Longdongbao International Airport,/* Passenger */Deleted Air China destination CTU. https://mp.weixin.qq.com/s/crab6U1Os0ZPPUAzc_B5Vg,42367,42302,1254304892,1257199648
True,InceptionBot,1731525774,2,User:AlexNewArtBot/SyracuseSearchResult,"most recent results, added 1, removed 4, total 40",19147,17900,1257014940,1257199626
True,Cewbot,1731525784,1,Talk:Christine Barbier,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),185,173,1205726138,1257199657
False,Vataxevader,1731525773,0,2022–23 Kansas State Wildcats men's basketball team,/* Schedule and results */,39332,39360,1241881086,1257199620
False,Sumit27p,1731525775,0,Change.org,/* India */,64966,65361,1257199187,1257199631
True,JJMC89 bot,1731525787,6,File:Bud McCaig.png,Request reduction. See [[WP:IMAGERES]] for details.,606,626,1257188994,1257199661
True,Cewbot,1731525778,1,Talk:Mariana Barbosa Ramalho,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),272,261,1205727774,1257199643
False,Historybuff0105,1731525789,0,Fürth,/* Notable people */ Refine description.,48078,48024,1255995100,1257199675
False,Robert McClenon,1731525788,0,The Gift of Love (Jennifer Hudson album),Requesting speedy deletion ([[WP:CSD#G6|CSD G6]]).,362,430,1249186642,1257199666
True,Cewbot,1731525796,1,Talk:Yulfira Barkah,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),257,246,1205738637,1257199687
False,Robert McClenon,1731525744,2,User:Robert McClenon/CSD log,Logging speedy deletion nomination of [[:Anarres]].,445802,445945,1257157632,1257199549
True,JJMC89 bot,1731525793,6,File:CD Varea.png,Request reduction. See [[WP:IMAGERES]] for details.,919,939,1257075041,1257199683
False,InterComMan,1731525790,1,Talk:Symantec,/* Redirect */ Reply,5383,5605,1257194079,1257199674
True,InceptionBot,1731525804,2,User:AlexNewArtBot/ThailandSearchResult,"most recent results, added 3, removed 9, total 92",40196,37796,1257015037,1257199717
True,Cewbot,1731525799,1,Talk:Enamul Bari,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1457,1448,1205736871,1257199698
True,InceptionBot,1731525805,2,User:InceptionBot/NewPageSearch/Thailand/log,most recent scoring,1118,1281,1257015038,1257199718
True,JJMC89 bot,1731525798,6,File:CDF Tres Cantos logo.png,Request reduction. See [[WP:IMAGERES]] for details.,302,322,1257074932,1257199694
False,XDanielx,1731525793,1,Talk:Tel al-Sultan attack,/* Requested move 3 November 2024 */ Reply,56312,57447,1257198360,1257199685
False,Card Zero,1731525795,4,Wikipedia:Reference desk/Computing,/* PNG Transparent Background */ Reply,40484,41227,1257175042,1257199686
True,Cewbot,1731525802,1,Talk:Ed Barber,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),4497,4486,1196392354,1257199710
False,82.43.88.129,1731525804,0,Battle of Coilsfield,"Picking up of various errors in previous mass edit - including broken or wrong Wiki links, unclear syntax, and the addition of missing evidence of other works.",19669,24255,1257124061,1257199716
True,Cewbot,1731525805,1,Talk:Stephan Barcha,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),257,245,1205729551,1257199719
True,JJMC89 bot,1731525808,6,File:Covenant Health Park.png,Request reduction. See [[WP:IMAGERES]] for details.,238,258,1257155315,1257199730
False,Geschichte,1731525805,4,Wikipedia:WikiProject Women in Red/Meetup/322,/* Outcomes (articles) */ +1,7658,7706,1256593678,1257199720
True,Cewbot,1731525808,1,Talk:Alona Barkat,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),298,287,1212156889,1257199731
False,Sh61309,1731525807,0,Thiomargarita namibiensis,I revised the genome section,42889,42909,1257199234,1257199727
True,Cewbot,1731525811,1,Talk:Rachele Barbieri,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),280,269,1205726166,1257199740
True,ListeriaBot,1731525812,2,User:GerardM/Prix Prix Renaudot de l'essai,Wikidata list updated [V2],2719,2760,1250011369,1257199742
True,JJMC89 bot,1731525813,6,File:Cover of Dialect RPG 2016.png,Request reduction. See [[WP:IMAGERES]] for details.,779,799,1257097889,1257199743
True,Cewbot,1731525820,1,Talk:Antonio Carlos Barbosa,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),222,211,1205727815,1257199766
False,Robert McClenon,1731525789,2,User:Robert McClenon/CSD log,Logging speedy deletion nomination of [[:The Gift of Love (Jennifer Hudson album)]].,445945,446154,1257199549,1257199699
False,Ss112,1731525810,0,Marilyn Manson discography,/* Singles */ reuse same citations,100412,97780,1257199146,1257199738
True,Cewbot,1731525835,1,Talk:Aymen Barkok,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),315,303,1205742603,1257199828
True,Cewbot,1731525817,1,Talk:Celeste Barbitta,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),644,633,1205727810,1257199758
False,Jmg38,1731525831,0,Perseverance (rover),/* Twin rover */ copy edit,91659,91666,1257199310,1257199813
True,InceptionBot,1731525831,2,User:InceptionBot/NewPageSearch/Wales/log,most recent scoring,932,730,1257015119,1257199814
True,JJMC89 bot,1731525818,6,File:Cover of Supernova Love by Ive and David Guetta.jpeg,Request reduction. See [[WP:IMAGERES]] for details.,1586,1606,1257178424,1257199760
True,InceptionBot,1731525821,2,User:InceptionBot/NewPageSearch/Trauma/log,most recent scoring,1003,1451,1257015082,1257199773
True,Cewbot,1731525832,1,Talk:List of photographs by Clive Barda,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1887,1876,1247277134,1257199822
True,Cewbot,1731525829,1,Talk:Leonardo Baremboin,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),290,279,1205735041,1257199804
False,198.189.140.11,1731525832,0,Kiwa hirsuta,Italicized scientific name,10612,10619,1223433400,1257199819
False,Thomson Walt,1731525826,0,Tanling,,2993,2999,1257198916,1257199789
True,InceptionBot,1731525820,2,User:AlexNewArtBot/TraumaSearchResult,"most recent results, added 6, removed 4, total 63",26157,27091,1257015080,1257199768
True,JJMC89 bot,1731525823,6,File:Crusade (TNT TV series) title card logo.svg,Request reduction. See [[WP:IMAGERES]] for details.,383,403,1257068288,1257199781
True,Cewbot,1731525826,1,Talk:Chowdhury Fazlul Bari,"[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. Keep majority rating ""C"" in {{WPBS}}. (Fix [[Category:Pages with redundant living parameter]])",339,330,1205736884,1257199794
True,Cewbot,1731525814,1,Talk:MelindaJ Barbieri,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),600,588,1205726172,1257199750
True,Cewbot,1731525823,1,Talk:Ajay Barik,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),834,822,1205736876,1257199779
True,ListeriaBot,1731525815,2,User:GerardM/Battles including the Ottoman Empire,Wikidata list updated [V2],216471,218078,1253410951,1257199757
True,InceptionBot,1731525830,2,User:AlexNewArtBot/WalesSearchResult,"most recent results, added 3, removed 6, total 171",74061,72803,1257015114,1257199812
True,Cewbot,1731525838,1,Talk:Manoj Barik,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),228,216,1205736890,1257199832
False,Nations Indexes,1731525838,118,Draft:VolDex,Added construction heading and details,2020,2851,1257196333,1257199831
False,KingArti,1731525842,0,J.R. Villarreal,/* Film */,7683,7684,1253962597,1257199851
True,InceptionBot,1731525840,2,User:AlexNewArtBot/WomenartistsSearchResult,"most recent results, added 12, removed 4, total 95",35913,38998,1257015137,1257199840
False,Dclemens1971,1731525840,0,Saint John's Methodist Church,added [[Category:Global Methodist churches in the United States]] using [[WP:HC|HotCat]],1970,2030,1169454178,1257199844
True,Cewbot,1731525844,1,Talk:Maks Barišič,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),228,217,1205738658,1257199858
False,KingArti,1731525826,0,List of American films of 2024,/* October–December */,304057,304708,1257171775,1257199792
True,RMCD bot,1731525839,4,Wikipedia:Requested moves/Current discussions (table),Updating requested pagemoves table,60665,60663,1257197261,1257199836
False,Vinnylospo,1731525840,0,United States Semiquincentennial,,46050,46047,1257195641,1257199845
True,InceptionBot,1731525841,2,User:InceptionBot/NewPageSearch/Womenartists/log,most recent scoring,1975,4270,1257015138,1257199843
True,Cewbot,1731525841,1,Talk:Gordan Barić,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),231,220,1205736905,1257199847
False,Robert McClenon,1731525845,0,2026 United States Senate election in Alabama,Added {{[[:Template:R with history|R with history]]}} tag  to redirect,307,325,1177542102,1257199862
True,Lowercase sigmabot III,1731525841,3,User talk:ToBeFree/A/6,Archiving 3 discussion(s) from [[User talk:ToBeFree]]) (bot,317426,328322,1257014097,1257199852
True,Cewbot,1731525850,1,Talk:Pavo Barišić,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),360,349,1205738667,1257199870
True,Cewbot,1731525847,1,Talk:Xavier Barcons,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1949,1938,1205731442,1257199864
True,InceptionBot,1731525851,2,User:AlexNewArtBot/13thCenturySearchResult,"most recent results, added 1, total 3",1673,2117,1256607906,1257199874
True,InceptionBot,1731525852,2,User:InceptionBot/NewPageSearch/13thCentury/log,most recent scoring,474,522,1256607909,1257199876
True,Cewbot,1731525856,1,Talk:Luca Barilla,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),225,213,1205736931,1257199891
True,Cewbot,1731525859,1,Talk:Karin Barber,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),636,625,1205724384,1257199901
False,McGhiever,1731525856,0,"Chippewa City, Minnesota",Add image,3417,3559,1166695527,1257199889
True,Cewbot,1731525853,1,Talk:Guido Barilla,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),272,260,1205736923,1257199879
False,Mhjklm0110,1731525856,0,Aleksandr Korovin,/* 2023–2024 season */,37035,37035,1257199056,1257199890
True,JJMC89 bot,1731525854,6,File:Foundation Company of Canada.png,Request reduction. See [[WP:IMAGERES]] for details.,698,718,1257168252,1257199884
False,Maxeto0910,1731525862,0,Kirchheim unter Teck,no sentences,26851,26849,1253303652,1257199908
True,Cewbot,1731525863,1,Talk:Peter Barbey,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),242,230,1205726200,1257199912
True,Cewbot,1731525865,1,Talk:Michael Barford,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),234,222,1205735059,1257199915
True,JJMC89 bot,1731525865,6,File:Godzilla Minus One Artwork.jpg,Request reduction. See [[WP:IMAGERES]] for details.,804,824,1257170882,1257199914
True,JJMC89 bot,1731525860,6,File:Godzilla GMO Poster.jpg,Request reduction. See [[WP:IMAGERES]] for details.,830,850,1257189871,1257199903
True,JJMC89 bot,1731525870,6,File:Godzilla the Ride Polygon Model.jpg,Request reduction. See [[WP:IMAGERES]] for details.,893,913,1257158607,1257199928
False,Cmguy777,1731525866,1,Talk:George Washington,/* Slavery in the lead (again) */,18115,18140,1257199557,1257199920
True,Cewbot,1731525875,1,Talk:Nick Barker (priest),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),333,321,1205740416,1257199945
True,Cewbot,1731525868,1,Talk:Mariano Barbieri,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),237,225,1205726206,1257199924
True,JJMC89 bot,1731525876,6,File:Hamid Ali Murad.jpeg,Request reduction. See [[WP:IMAGERES]] for details.,627,647,1257126340,1257199946
False,Jake Wartenberg,1731525870,0,Boxed warning,typo,17859,17859,1254884758,1257199927
True,Cewbot,1731525878,1,Talk:José Julio Barillas,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),323,312,1205736938,1257199949
False,82.43.88.129,1731525883,0,Battle of Coilsfield,resolve of Vitigious vs. Vegetius error.,24255,24255,1257199716,1257199960
False,Sh61309,1731525880,0,Thiomargarita namibiensis,I revised the genome section,42909,42906,1257199727,1257199952
True,Cewbot,1731525882,1,Talk:Laurence Bareil,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),205,193,1205735071,1257199957
True,Cewbot,1731525884,1,Talk:David N. Barkhausen,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),217,205,1205740439,1257199966
True,JJMC89 bot,1731525885,6,File:Hot Rhumba.png,Request reduction. See [[WP:IMAGERES]] for details.,676,696,1257072070,1257199967
False,Graywalls,1731525892,0,Needle and syringe programmes,/* United States */,82883,82917,1257196179,1257199984
True,Cewbot,1731525902,1,Talk:Caco Barcellos,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),193,181,1205729638,1257200014
True,Lowercase sigmabot III,1731525885,3,User talk:Mr. Guye,Archiving 2 discussion(s) to [[User talk:Mr. Guye/Archive 39]]) (bot,165841,139571,1257137944,1257199972
True,InceptionBot,1731525897,2,User:InceptionBot/NewPageSearch/18thCentury/log,most recent scoring,634,479,1257015312,1257199998
True,JJMC89 bot,1731525899,6,File:Jungfrukällan.jpg,Request reduction. See [[WP:IMAGERES]] for details.,1482,1502,1257199788,1257200002
True,Cewbot,1731525896,1,Talk:Nicolas Bäriswyl,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),322,311,1205738708,1257199996
True,Cewbot,1731525887,1,Talk:Beverly Barkat,"[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. Keep majority rating ""C"" in {{WPBS}}. Keep 1 different rating in {{WikiProject Israel}}. (Fix [[Category:Pages with redundant living parameter]])",1493,1481,1205738700,1257199976
True,Cewbot,1731525899,1,Talk:Alina Bârgăoanu,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),194,182,1205735091,1257200003
False,Niasoh,1731525891,0,Sariful Razz,,11080,12064,1229706218,1257199983
False,Gemini.skywalker,1731525891,0,1958 Barbadian by-elections,/* Result */,6866,7006,1257195119,1257199985
False,Max1298,1731525890,0,Department of Government Efficiency,,17249,17260,1257198595,1257199979
True,InceptionBot,1731525897,2,User:AlexNewArtBot/18thCenturySearchResult,"most recent results, added 1, removed 3, total 20",9719,8889,1257015309,1257199997
True,Cewbot,1731525905,1,Talk:Hrvoje Barišić,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),289,278,1205738714,1257200020
True,Cewbot,1731525893,1,Talk:Ander Bardají,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),317,305,1205731464,1257199990
True,Cewbot,1731525891,1,Talk:Nigel Barber,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),203,194,1205725001,1257199981
